Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
DBSUFYRXXVOXJQ-UHFFFAOYNA-N,718328,7376,N,4.17071,pubchem,743052,9606,NR1H2,4643,BrC=1OC(C=2N=C(ON2)C3=NC=CC=C3)=CC1
DBTMWGYRMRRCRG-UHFFFAOYNA-N,24819149,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,OCC=1C=2C(N(C1)C(=O)C)=CC=CC2
DDLIGBOFAVUZHB-UHFFFAOYNA-N,43032,9971,N,,pubchem,743217,9606,NR1H4,6137,ClC1=CC2=C(N3C(CN=C2C4=C(F)C=CC=C4)=CN=C3C)C=C1
DDNVITBNHCJLMB-UHFFFAOYNA-N,CHEMBL380612,10062,A,8.0,chembl20,340909,9606,NR1H3,6206,C1(=CC2=C(N(CCCC2)S(C=3C=CC=CC3)(=O)=O)C=C1)C(C(F)(F)F)(C(F)(F)F)O
DDRWZNIIZPLDMD-UHFFFAOYNA-N,2967839,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,OC(CNC1CCCC1)COC=2C(CC=C)=CC=CC2
DDSOYQBTCXEPSQ-BQYQJAHWNA-N,5730206,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(=C(C=C1)C)/C=C/C2=NC=3C(C=C2)=CC=CC3O
DDTWWEXAZLJJJT-BDGWVKIONA-N,2404439,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC1=NC=CC=C1NC(=O)CSC=2SC(NC=3C=C(C(=CC3)C)C)=NN2
DDUHZTYCFQRHIY-RBHXEPJQNA-N,441140,9971,N,,pubchem,743220,9606,NR1H4,6137,ClC=1C=2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)C2C(OC)=CC1OC
DDUMHFXTQIMXFR-LILDFLRNNA-N,386521,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,FC=1C2=NC3=C(C(=O)NCCN(C)C)C=CC=C3N=C2C=CC1
DDVAGUUSICHDII-UHFFFAOYNA-N,801730,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,ClC1=CC(S(=O)(=O)N2CCN=C2C)=C(OC)C=C1
DDVQRICMCZPTNJ-UHFFFAOYNA-N,CHEMBL454596,10062,A,7.7,chembl20,540827,9606,NR1H3,6206,N1=CC(=C(C2=CC=CC(=C12)C(F)(F)F)C=3C=C(C=CC3)OC=4C=C(C=CC4)C(=O)N5CCCCC5)CC=6C=CC=CC6
DDVQRICMCZPTNJ-UHFFFAOYNA-N,CHEMBL454596,7376,A,8.54,chembl20,540826,9606,NR1H2,4643,N1=CC(=C(C2=CC=CC(=C12)C(F)(F)F)C=3C=C(C=CC3)OC=4C=C(C=CC4)C(=O)N5CCCCC5)CC=6C=CC=CC6
DDVUMDPCZWBYRA-UHFFFAOYNA-N,28891,9971,N,,pubchem,743220,9606,NR1H4,6137,O(CCN(CC)CC)CCOC(=O)C(CC)C1=CC=CC=C1
DDVVNKRYLQKSGG-UHFFFAOYNA-N,666412,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1N=C(N=C1C2=CC=CN=C2)C3=CC(OC)=CC=C3
DDVXLZKTURBDLN-PKSOQXRJNA-N,3274535,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC1=CC=2SC(NC(=O)C3=CC(N4C(O)=CC=C4O)=CC=C3)=NC2C=C1
DDWOEYMOEDHDFN-HCKMINDGNA-N,730783,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1C2=C(OCC1)C=CC(NC(=O)C=3C=CC(OC)=CC3)=C2
DDZIXOYVCDSJBM-XQMQJMAZNA-N,6465706,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1C2=C(OC1)C=CC(NC(=O)NC=3N=C(C=CC3)C)=C2
DEAAOTOSCMZUMJ-UHFFFAOYNA-N,2983507,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O(C(C(=O)N1CCC=2C1=CC=CC2)C)C3=CC=C(C=C3)C
DECIPOUIJURFOJ-UHFFFAOYNA-N,CHEMBL172064,9971,N,4.35,chembl20,752425,9606,NR1H4,6137,C=1(C2=C(C=CC(=C2)OCC)NC(C1)(C)C)C
DEDXOELQYHNPFM-LILDFLRNNA-N,898321,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(N2C(O)=CN=C2S)=NC(C3=CC=C(OC)C=C3)=C1
DEEXYORJAHHXIN-UHFFFAOYNA-N,666785,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O1C(=NC2=NC=CC=C12)C3=C4C(=CC=C3)C=CC=C4
DEFACEJYZUDOFO-LILDFLRNNA-N,2234904,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC=1C(C(=O)NCCCC2=CC=CC=C2)=CC=C(C1)C
CRUVDMPFOYFNCE-UHFFFAOYNA-N,244895,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O=C(CCCC1=NC=CC=C1)C=2C=CC=CC2
CRWGIKAUSJNKIC-UHFFFAOYNA-N,CHEMBL575856,10062,A,6.7,chembl20,587932,9606,NR1H3,6206,C=1C=C2C(=CC1)C(N(C2=O)C=3C=CC(=CC3)CCC4=CC=C(C=C4)OC)=O
CRWGIKAUSJNKIC-UHFFFAOYNA-N,CHEMBL575856,7376,N,4.88,chembl20,587933,9606,NR1H2,4643,C=1C=C2C(=CC1)C(N(C2=O)C=3C=CC(=CC3)CCC4=CC=C(C=C4)OC)=O
CKNIIOAKIHAOKN-PXPUHDKANA-N,972725,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(=NC(C=2C=C(NC(=O)C)C=CC2)=C1)NC3=NC(=CC=C3)C
CKONODUUMMUNGA-YHMJCDSINA-N,670712,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O(C=1C=CC(=CC1)C(=O)NC2=NOC(=C2)C)CC
CMRFPXCXBDQMNQ-KOIWNMIINA-N,883304,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,BrC1=CC=C(/C=C/C(=O)NC(=O)C=2C(O)=CC=CC2)C=C1
CUXYHNGPTASUPT-LILDFLRNNA-N,2091388,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,S1C(=NN=C1NC(=O)C=2N=C3C(=CC2)C=CC=C3)C(CC)CC
CYYVGYOQNIKMRG-UHFFFAOYNA-N,CHEMBL1709579,7376,A,5.24,chembl20,737073,9606,NR1H2,4643,S(=O)(=O)(NC=1C=CC(C(O)(C(F)(F)F)C(F)(F)F)=CC1)C2=C3C(=CC=C2)C=CC=C3
CYYVGYOQNIKMRG-UHFFFAOYNA-N,CHEMBL1709579,9971,N,4.92,chembl20,737071,9606,NR1H4,6137,S(=O)(=O)(NC=1C=CC(C(O)(C(F)(F)F)C(F)(F)F)=CC1)C2=C3C(=CC=C2)C=CC=C3
CVWNRLYSTJFZAE-YENFCIRVNA-N,1088934,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(C(=O)NC=2NC3=C(N2)C=CC=C3)=CC=C1
CVXBEEMKQHEXEN-NDKGDYFDNA-N,CHEMBL46917,9971,N,4.5,chembl20,752425,9606,NR1H4,6137,C1=CC=2C(=C(C=CC2)OC(NC)=O)C=C1
CQVHLCIGWVVKCN-QVAOJFEYNA-N,6259353,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S=C(NC=1C=C(C=CC1)C(O)=O)NN/C=C\2/C(=O)C(OC)=CC=C2
CSXUGWUFFCQMFS-LILDFLRNNA-N,6498387,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1C2=C(OCC1)C=CC(N3N=NC(=C3N)C(=O)NC=4C=CC=CC4)=C2
CXWKZOYGNSXIKL-UHFFFAOYNA-N,24794016,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,FC=1C(CC=2OC=3C=C(C(=O)N4CCCC4)C=CC3N2)=CC=CC1
CXWNPMAAFYADMS-HCKMINDGNA-N,2168190,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(=C(N=C1NC(=O)C2=CC(=C(N(=O)=O)C=C2)C)C)C(=O)N(C)C
CXXSLXBWZJJKJP-WINCGIRJNA-N,16403594,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,ClC1=CC2=C(N(C(C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N[C@@H](C)C(=O)O)=C2)C)C=C1
BLRXMCAGJQFGLR-PKRZOPRNNA-N,998650,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O=C(NC=1C=CC(CN2CCCCC2)=CC1)C=3C=C(COC4=CC=C(OCC)C=C4)C=CC3
BLUAFEHZUWYNDE-GEURJLFFNA-N,5458876,9971,N,,pubchem,743220,9606,NR1H4,6137,O1OC2(O[C@H]3OC(=O)[C@@H]([C@H]4C13[C@H]([C@@H](CC4)C)CC2)C)C
BLVJYZMMPDHHHO-BYKCMLMONA-N,8208756,7376,N,4.17043,pubchem,743052,9606,NR1H2,4643,OC1=NC(=NC2=C1C=CC=C2)/C=C\C=3C=C(C=CC3)C
BLVJYZMMPDHHHO-XSHWLARTNA-N,5768144,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,OC1=NC(=NC2=C1C=CC=C2)/C=C/C=3C=C(C=CC3)C
BLXVTZPGEOGTGG-UHFFFAOYNA-N,24773,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C1=CC=C(CCCCCCCCC)C=C1)CCOCCO
BLXXJMDCKKHMKV-UHFFFAOYNA-N,4409,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O(C1=CC2=C(C=C(CCC(=O)C)C=C2)C=C1)C
BLXXJMDCKKHMKV-UHFFFAOYNA-N,4409,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C1=CC2=C(C=C(CCC(=O)C)C=C2)C=C1)C
BLXXUTVXRNZUQX-UHFFFAOYNA-N,739245,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O=C1C=2C(C(=O)CC1=NC=3C=CC(O)=CC3)=CC=CC2
BMESQLJQGBRZBE-FQFUPTBWNA-N,888504,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C2=C(N=C1NC(=O)NC=3C=CC=CC3)C=CC(OCC)=C2
BMHGUWQJWGVXMD-UHFFFAOYNA-N,7162438,7376,N,4.17086,pubchem,743052,9606,NR1H2,4643,S(CC1=NC=CC=C1)C2=NN=C(C3=NC=CC=C3)C=C2
BMIZUEFTIASSIG-SLPCDXEONA-N,9591626,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O(C=1C(C(=O)N/N=C(/CC(=O)NC2=NC=CC=C2)\C)=CC=CC1)C
BMJUSKUKEOQRFS-UHFFFAOYNA-N,760886,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,S1C2=C(N3C1=NC(=C3)C4=CC=CC=C4)CCCC2
BMKDZUISNHGIBY-BAINRFMONA-N,30623,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C1NC(=O)CN(C(CN2CC(=O)NC(=O)C2)C)C1
BMKDZUISNHGIBY-QVMQBSIXNA-N,71384,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C1NC(=O)CN([C@H](CN2CC(=O)NC(=O)C2)C)C1
BOVGTQGAOIONJV-XQMQJMAZNA-N,3475,9971,N,,pubchem,743220,9606,NR1H4,6137,S(=O)(=O)(NC(=O)NN1CC2C(CCC2)C1)C3=CC=C(C=C3)C
BOYLLMVGTLPOBD-MPIMZMORNA-N,5307493,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,ClC=1C=CC(C2=NN(C=3SC(C(=O)NC4CCN(CC4)C(OCC)=O)=CC32)C)=CC1
BOYRIPHPOSSJNS-CUNFQGHENA-N,2583534,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,FC=1C=CC(C(=O)NC=2NC=3C(N2)=CC=CC3)=CC1
BPCSECFAZCVNIY-ZHLVXTBQNA-N,16473,9971,N,,pubchem,743220,9606,NR1H4,6137,ClC1=CC2=CN(C3CCCCC3)C(O)=C2C=C1S(=O)(=O)N
BPECMASLXQFQDL-XQMQJMAZNA-N,653592,7376,N,4.17059,pubchem,743037,9606,NR1H2,4643,FC=1C=C(NC(=O)NC2=NC=CC(=C2)C)C=CC1
BPEGJWRSRHCHSN-IAUQMDSZNA-N,5394,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C1N2C(N=NN1C)=C(N=C2)C(=O)N
BPFFHKLAWWUZIM-UYBDAZJANA-N,16193311,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC12CC3CC(C1)C(=NNC(=O)C4=NC=CC=C4)C(C2)C3
BPFYOAJNDMUVBL-LQFNOIFHNA-N,60651,9971,N,,pubchem,743220,9606,NR1H4,6137,FC1=C(N2CCN(CC2)C)C=3OCN(N4C3C(=C1)C(=O)C(=C4)C(O)=O)C
BPHQIXJDBIHMLT-UHFFFAOYNA-N,120203,9971,N,,pubchem,743220,9606,NR1H4,6137,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
BPICBUSOMSTKRF-YHMJCDSINA-N,5707,9971,N,,pubchem,743220,9606,NR1H4,6137,S1CCCN=C1NC=2C(=CC=CC2C)C
BPLBGHOLXOTWMN-JGBPDRTNNA-N,23676814,9971,N,,pubchem,743220,9606,NR1H4,6137,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)COC3=CC=CC=C3
BPLBYKMATFCCPJ-LNNLXFCONA-N,3601675,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O=C1N(CC2=CC=NC=C2)C(=O)C=3C1=CC(=CC3)C(OCC(=O)NC=4C(N(=O)=O)=CC=CC4)=O
BPMVRAQIQQEBLN-JQAHBYNNNA-N,5353472,9971,N,,pubchem,743220,9606,NR1H4,6137,ON\1C=2C(N(=O)=C/C1=C\N=N\C(OC)=O)=CC=CC2
BPNZYADGDZPRTK-UDUYQYQQNA-N,9552071,9971,N,,pubchem,743220,9606,NR1H4,6137,O/N=C(/[C@H](NCC(CN[C@H](C)/C(=N/O)/C)(C)C)C)\C
BMNVLLLPJIHCQZ-KFCFLWQCNA-N,9614794,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,FC(F)OC=1C=C(/C(=N/NC=2N=NC=C3C2C=CC=C3)/C)C=CC1
BMOVQUBVGICXQN-SCXYCHFONA-N,2787,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C1=CC=C(C2(CCCCC2)C3=CC=C(OC(CC)(C)C(O)=O)C=C3)C=C1)C(CC)(C)C(O)=O
BMTAFVWTTFSTOG-UHFFFAOYNA-N,CHEMBL1873329,9971,A,9.0,chembl20,752425,9606,NR1H4,6137,S(C(=O)N(CC(C)C)CC(C)C)CC
BMUJVSGRIWQLTJ-QGZVFWFLNA-N,275196,9971,N,,pubchem,743220,9606,NR1H4,6137,O1C([C@@H]2N(CCC=3C2=C(OC)C=4OCOC4C3)C)=C5C(=C1O)C(OC)=C(OC)C=C5
BMUKKTUHUDJSNZ-UHFFFAOYNA-N,11368,9971,N,,pubchem,743220,9606,NR1H4,6137,OC(C(NC(COC1=CC=CC=C1)C)C)C=2C=CC(O)=CC2
BMVWCPGVLSILMU-UHFFFAOYNA-N,14589,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C1C=2C(CCC3=C1C=CC=C3)=CC=CC2
BMWJOZMTBDHSTF-UHFFFAOYNA-N,2725743,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC=1C(OC)=C(C=2N=C3N(C2)C=CC(=C3)C)C=CC1
BMZWCKKORAOHAV-PDJAEHLQNA-N,1340147,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S(CC(=O)NC1=CC=C(C=2NC=3C(N2)=CC=CC3)C=C1)C4=CC=CC=C4
BNACJQWJZKPAPV-UHFFFAOYNA-N,65620,9971,N,,pubchem,743217,9606,NR1H4,6137,BrC1=C2C(N=C(C=C2)C)=C(O)C(Br)=C1
BNADTZLIYRXONR-SWFQCNKDNA-N,CHEMBL519861,9971,A,5.73,chembl20,536405,9606,NR1H4,6137,C=1(C=C(C=CC1)OCC=2C=CC=C(C2)C)/C=C\3/C(N(NC3=O)C(=O)C=4C=CC(=CC4)F)=O
BNAWLQHQPNMGFU-HHDOIKKUNA-N,9651223,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(C(=O)N/N=C(/C2=CC=3OCOC3C=C2)\C)=CC=C1
BNAZOOCFECXZBZ-RJKQBDLPNA-N,2408827,7376,N,4.17035,pubchem,720737,9606,NR1H2,4643,O(C(=O)[C@H](NC(=O)C1=CC=2OCOC2C=C1)CC=3C=4C(NC3)=CC=CC4)C
BNBPDLHZYILUPO-GPQMBLKYNA-N,60138097,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,S1C2=C(CCN(C2)C)C(=C1NC(=O)C)C=3SC=4C(N3)=CC=CC4
BNCADMBVWNPPIZ-UHFFFAOYNA-N,62479,9971,N,,pubchem,743220,9606,NR1H4,6137,O(CN(C=1N=C(N(COC)COC)N=C(N(COC)COC)N1)COC)C
BNFGVSILVFEYJL-PKRZOPRNNA-N,16427940,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O1CCN(CCCNC(=O)C(=NC(=O)C=2C=CC(=CC2)C)CC=3OC(C=4C(N(=O)=O)=CC=CC4)=CC3)CC1
BNFRLAFPQZSOCL-QWOVJGMINA-N,6615177,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C=2C(N=C1SCC=3C(F)=CC=CC3)=CC=C(NC(=O)CSC=4N(C)C=NN4)C2
BNWJOHGLIBDBOB-UHFFFAOYNA-N,4276,9971,N,,pubchem,743220,9606,NR1H4,6137,O1C2=C(OC1)C=C(C=C2OC)CC=C
BNZRNEVZOMLBKN-WYUMXYHSNA-N,709499,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O(CC1=NC=2C(N1)=CC=CC2)C=3C(=CC=CC3)C
BOCHPXUJWMNYLD-UHFFFAOYNA-N,CHEMBL204282,10062,A,6.0,chembl20,340909,9606,NR1H3,6206,C(C(F)(F)F)(C(F)(F)F)(O)C=1C=CC=C(C1)N(S(C=2C=CC=CC2)(=O)=O)C
BODUYMYAZGUSHO-JLGFQASFNA-N,5971819,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S=C(NC=1C(OC)=CC=CC1)NNC=C2C=CC(=O)C=C2
BOEGTKLJZSQCCD-GTUSEHSGNA-N,47965,9971,N,,pubchem,743220,9606,NR1H4,6137,S1[C@H]2N(C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=C(C1)C)C(O)=O
BOEMDZJGVVEESQ-UHFFFAOYNA-N,16329225,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,S1C(=NC=2C1=CC=CC2)C(OC=3C=CC(=CC3)C(=O)C)C
BOFHKBLZOYVHSI-YHMJCDSINA-N,9300,9971,N,,pubchem,743220,9606,NR1H4,6137,ClC=1C=C(C(C)(C)C)C=CC1OP(OC)(=O)NC
BOJJVAROUTXMTL-MEQMAYGNNA-O,16412664,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,BrC=1C=CC(NC(=O)NC=2SN=[N+](C2C)C)=CC1
BOKPCMPHEOIMDY-LELJVTLKNA-N,1327653,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,S(=O)(=O)(NC1=NC=2C(N=C1N3CCC=4C(C3)=CC=CC4)=CC=CC2)C5=CC=C(C=C5)C
BIZGKIVEVRIRNO-HPUOXXGWNA-N,9638384,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,ClC1=NC2=C(C=C3OCCOC3=C2)C=C1/C=N/NC=4C=CC(=CC4)C(=O)O
BJBQTAONDZBSCV-VRGMUVNCNA-N,2447300,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(NC(=O)C=2C=CC(N3CCCC3=O)=CC2)=C(C=C1)C(=O)N
BJELTSYBAHKXRW-UHFFFAOYNA-N,7555,9971,N,,pubchem,743220,9606,NR1H4,6137,O(C=1N=C(OCC=C)N=C(OCC=C)N1)CC=C
BJGVEKQTRQBITB-XALHMSSBNA-N,5311067,9971,N,,pubchem,743220,9606,NR1H4,6137,F[C@@]12[C@H]([C@H]3[C@@]([C@H]([C@@H](C3)C)C(O)C=O)(C[C@@H]1O)C)CC=C4[C@]2(C)C=CC(=O)C4
BJKBVQDMNKXXDW-ZZNJTNSYNA-N,5432360,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,BrC1=C(N(N=C1C(=O)N/N=C(/C2=CC(NC(=O)C=3C=CC(F)=CC3)=CC=C2)\C)C)C
BJLCEFDFIQCWIA-SWQYCRJUNA-N,CHEMBL1668253,9971,A,7.05,chembl20,716784,9606,NR1H4,6137,C=1(C=C2N=C(C=3C=CC(=CC3)Cl)N(C(C(NC4=NC(=C(S4)C(O)=O)C)=O)C5CCCCC5)C2=CC1F)F
BJNSCQBEPWQWQC-HCKMINDGNA-N,5155434,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1C(C(=O)NN=C(C2=CC=3OCCOC3C=C2)C)=CC=C1
BJPQRVCCAISNSI-NDKGDYFDNA-N,532095,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,BrC=1C=CC(NC(=O)C=C(C)C)=CC1
BJQHLKABXJIVAM-UHFFFAOYNA-N,8343,9971,N,,pubchem,588527,9606,NR1H4,6137,O(CC(CCCC)CC)C(=O)C=1C(C(OCC(CCCC)CC)=O)=CC=CC1
BKRMCDAOAQWNTG-UHFFFAOYNA-N,72512,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O(C=1C=C2C=3C(NC2=CC1)=C(C=4C(C3C)=CN=CC4)C)C
BKSWQGPNTNYZEH-VAWYXSNFNA-N,5729353,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1N=C(N=C1/C=C/C2=CC=CC=C2)C=3C=CC=CC3
BKTKLDMYHTUESO-UHFFFAOYNA-N,97780,9971,N,,pubchem,743220,9606,NR1H4,6137,BrC(C1=CC=CC=C1)C(OCC)=O
BLCNKJQVUVDBST-PKSOQXRJNA-N,18106872,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,OC=1N(C=C(C1)C(O)NC=2N=CC=C(C2)C)C3=CC=4OCCOC4C=C3
BLEQAQIOLMTSSW-CMLSCEPHNA-N,2583506,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,O(C(C)C)C=1C=CC(C(=O)NC=2NC=3C(N2)=CC=CC3)=CC1
BLFZMXOCPASACY-UHFFFAOYNA-N,61719,9971,N,,pubchem,743220,9606,NR1H4,6137,O=C1C2=C(C(NC(C)C)=CC=C2NC(C)C)C(=O)C=3C1=CC=CC3
BLGXFZZNTVWLAY-SCYLSFHTNA-N,8969,9971,N,,pubchem,743220,9606,NR1H4,6137,O[C@@H]1[C@@H]([C@@H]2[C@H](CN3[C@@H](C2)C=4NC=5C(C4CC3)=CC=CC5)CC1)C(OC)=O
BLHDOIXYJVDVBR-WXRBYKJCNA-N,181987,9971,N,,pubchem,588527,9606,NR1H4,6137,O=C1N(C2CCCCC2)C(=O)NC(=O)N1C
BLIZGILQKYSTOU-JVVXUBPTNA-O,2841107,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,N=1C2=C([NH+]=C(CC1C)C)C=CC(=C2)C
BLIZGILQKYSTOU-UHFFFAOYNA-N,438865,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,N=1C=2C(N=C(CC1C)C)=CC=C(C2)C
BHAIJGZQJXALAJ-LILDFLRNNA-N,5742561,7376,N,4.17035,pubchem,743052,9606,NR1H2,4643,O1C2=C(OCC1)C=CC(C3=NNC(=C3)C=4C(O)=CC=CC4)=C2
BHAMMWKHLNTDIK-GPQMBLKYNA-N,6625071,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,S1CCN(C2=C1C=CC(=C2)C(=O)NC=3C=C(OC)C=CC3)C
BHEULCHLEQZIPU-OWRBIJKXNA-N,923600,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O(C=1C=C(C=CC1OC)/C=C/C(=O)NC=2C=CC=CC2)C
BHGUALWJNNZTRZ-HCKMINDGNA-N,801509,7376,N,,pubchem_screening,743027,9606,NR1H2,4643,ClC1=CC(C(=O)NC=2C=C3OCOC3=CC2)=C(OC)C=C1
BHIIGRBMZRSDRI-UHFFFAOYNA-N,75654,9971,N,,pubchem,743220,9606,NR1H4,6137,ClP(OC1=CC=CC=C1)(OC2=CC=CC=C2)=O
BHJPKIFTURBXBN-NSJMMFDCNA-N,53383252,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O=C(NC1CCCC1)C2N(C=3C(N=C2C=4C=CC(OC)=CC4)=CC=CC3)C(=O)C5=CC6=C(N=CC=C6)C=C5
BHKSYENPDNOBLX-KTSXDLBNNA-N,25226692,10062,A,6.79317,pubchem,313447,9606,NR1H3,6206,FC(F)(F)C1=C2N=CC(=C(C2=CC=C1)C=3C=C(COC=4C=5C(=C(CC(=O)O)C=CC5)C=CC4)C=CC3)CC6=CC=CC=C6
BHKSYENPDNOBLX-KTSXDLBNNA-N,CHEMBL404265,7376,A,7.96,chembl20,461472,9606,NR1H2,4643,C=1(CC=2C=CC=CC2)C=NC=3C(=CC=CC3C(F)(F)F)C1C4=CC(=CC=C4)COC5=CC=CC=6C5=CC=CC6CC(O)=O
BHOVYPMEYZFYON-XIPNIRHDNA-N,46225195,7376,A,7.74473,pubchem,452959,9606,NR1H2,4643,S(=O)(=O)(C1=CC(OC=2C=C(C=3C=4C(N=CC3C(=O)N)=C(C=CC4)C(F)(F)F)C=CC2)=CC(F)=C1)C
BHOVYPMEYZFYON-XIPNIRHDNA-N,CHEMBL590828,10062,A,6.26,chembl20,604018,9606,NR1H3,6206,C1(=C(C2=CC=CC(C(F)(F)F)=C2N=C1)C=3C=CC=C(OC4=CC(=CC(=C4)F)S(C)(=O)=O)C3)C(=O)N
BIGFCLISERWQGI-UHFFFAOYNA-N,1475809,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,ClC1=CC=C(N2N=NC(COCC3=CC=CC=C3)=C2)C=C1
BIGHSKPZEDKQQU-UHFFFAOYNA-N,24794286,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,O1C2=C(C(=O)C3=C1C=CC=C3)C=CC(NCCCN4C=CN=C4)=C2
BIGVGNXBSPFFKD-MOPIKTETNA-N,9677,9971,N,,pubchem,743220,9606,NR1H4,6137,O([C@@H]1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]4C(=CC3)CC(=O)CC4)CC1)C)C(=O)CCCCCCCCC
BIIVYFLTOXDAOV-YVEFUNNKNA-N,9910986,9971,N,,pubchem,743220,9606,NR1H4,6137,ClC=1C(C=2OC=3C([C@@H]4[C@H](O)CN(CC4)C)=C(O)C=C(O)C3C(=O)C2)=CC=CC1
BIJAKZXAJWXIHK-QWABTNDYNA-N,CHEMBL218308,9971,N,4.61,chembl20,422300,9606,NR1H4,6137,C1C[C@@]2(C3[C@](CCC2C(C1)(C)C)(C)C4CC=C5[C@@H]([C@@]4(C)[C@H](O)C3)[C@@H](OC5)OC)C
BILHNBCVHZZLTD-VJSLDGLSNA-N,53383226,7376,N,,pubchem_screening,743051,9606,NR1H2,4643,FC(F)(F)C=1C=CC(C=2N(C(C(=O)NC(C)(C)C)C3=CC=NC=C3)C=4C(N2)=CC=CC4)=CC1
BITWVVLBVUMFHU-NDKGDYFDNA-N,9376,9971,N,,pubchem,743220,9606,NR1H4,6137,ClCCC(=O)NCCC1=CC=CC=C1
